path	type	category	risk	retention_policy	size_bytes	age_days	note
backups/faz3_10_6b_erp_runtime_cashbank_payment_default_impl_20260426_070419/cashbankpay_before_default_impl.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3701	3	backup_retention_review_no_delete
backups/faz3_10_6c_erp_runtime_cashbank_payment_postgres_store_20260426_070526	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_10_6c_erp_runtime_cashbank_payment_postgres_store_20260426_070526/cashbankpay_before_postgres_store.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	4995	3	db_backup_or_volume_review_no_restore
backups/faz3_10_6c_fix_cashbankpay_account_presence_20260426_070822	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_account_presence_20260426_070822/cashbankpay_before_account_presence_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8165	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_cash_code_name_20260426_070940	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_cash_code_name_20260426_070940/cashbankpay_before_cash_code_name_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8612	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_direction_20260426_071026	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_direction_20260426_071026/cashbankpay_before_direction_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8621	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_payment_direction_20260426_071105	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_payment_direction_20260426_071105/cashbankpay_before_payment_direction_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8658	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_payment_type_20260426_070624	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6c_fix_cashbankpay_payment_type_20260426_070624/cashbankpay_before_payment_type_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8084	3	backup_retention_review_no_delete
backups/faz3_10_6d_erp_runtime_cashbankpay_muhur_20260426_071219	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_6d_erp_runtime_cashbankpay_muhur_20260426_071219/cashbankpay_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8657	3	backup_retention_review_no_delete
backups/faz3_10_6d_erp_runtime_cashbankpay_muhur_20260426_071219/docs_erp_before_cashbankpay_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	2266	3	backup_retention_review_no_delete
backups/faz3_10_7a_erp_runtime_tax_orchestrator_contract_20260426_071544	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_7b_erp_runtime_tax_orchestrator_default_impl_20260426_071629	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_7b_erp_runtime_tax_orchestrator_default_impl_20260426_071629/taxcalc_before_default_impl.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4012	3	backup_retention_review_no_delete
backups/faz3_10_7c_erp_runtime_tax_postgres_store_20260426_071825	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_10_7c_erp_runtime_tax_postgres_store_20260426_071825/taxcalc_before_postgres_store.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	5298	3	db_backup_or_volume_review_no_restore
backups/faz3_10_7c_fix_taxcalc_direction_20260426_072102	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_7c_fix_taxcalc_direction_20260426_072102/taxcalc_before_direction_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	9207	3	backup_retention_review_no_delete
backups/faz3_10_7c_fix_taxcalc_tax_type_20260426_071945	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_7c_fix_taxcalc_tax_type_20260426_071945/taxcalc_before_tax_type_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	9147	3	backup_retention_review_no_delete
backups/faz3_10_7d_erp_runtime_taxcalc_muhur_20260426_072202	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_7d_erp_runtime_taxcalc_muhur_20260426_072202/docs_erp_before_taxcalc_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	2515	3	backup_retention_review_no_delete
backups/faz3_10_7d_erp_runtime_taxcalc_muhur_20260426_072202/taxcalc_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	9293	3	backup_retention_review_no_delete
backups/faz3_10_8a_erp_runtime_sales_invoice_orchestrator_contract_20260426_072329	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8b_erp_runtime_sales_invoice_default_impl_20260426_072434	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8b_erp_runtime_sales_invoice_default_impl_20260426_072434/salesinvoice_before_default_impl.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4090	3	backup_retention_review_no_delete
backups/faz3_10_8c_erp_runtime_sales_invoice_postgres_store_20260426_072626	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_10_8c_erp_runtime_sales_invoice_postgres_store_20260426_072626/salesinvoice_before_postgres_store.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	5849	3	db_backup_or_volume_review_no_restore
backups/faz3_10_8c_fix_salesinvoice_customer_fk_20260426_073754	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_customer_fk_20260426_073754/salesinvoice_before_customer_fk_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10823	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_item_id_20260426_074011	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_item_id_20260426_074011/salesinvoice_before_item_id_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	11805	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_party_id_20260426_072850	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_party_id_20260426_072850/salesinvoice_before_party_id_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10759	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_party_type_20260426_073905	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_party_type_20260426_073905/salesinvoice_before_party_type_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	11788	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_pgx_import_20260426_072756	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_10_8c_fix_salesinvoice_pgx_import_20260426_072756/salesinvoice_before_pgx_import_fix.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	10744	3	db_backup_or_volume_review_no_restore
backups/faz3_10_8c_fix_salesinvoice_status_mapping_20260426_072952	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_status_mapping_20260426_072952/salesinvoice_before_status_mapping_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10795	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_unit_base_unit_id_20260426_074201	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8c_fix_salesinvoice_unit_base_unit_id_20260426_074201/salesinvoice_before_unit_base_unit_id_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	12516	3	backup_retention_review_no_delete
backups/faz3_10_8d_erp_runtime_salesinvoice_muhur_20260426_074303	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_8d_erp_runtime_salesinvoice_muhur_20260426_074303/docs_erp_before_salesinvoice_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	2817	3	backup_retention_review_no_delete
backups/faz3_10_8d_erp_runtime_salesinvoice_muhur_20260426_074303/salesinvoice_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	12889	3	backup_retention_review_no_delete
backups/faz3_10_9a_erp_runtime_purchase_invoice_orchestrator_contract_20260426_074412	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_9b_erp_runtime_purchase_invoice_default_impl_20260426_074537	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_9b_erp_runtime_purchase_invoice_default_impl_20260426_074537/purchaseinvoice_before_default_impl.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4126	3	backup_retention_review_no_delete
backups/faz3_10_9c_erp_runtime_purchase_invoice_postgres_store_20260426_074758	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_10_9c_erp_runtime_purchase_invoice_postgres_store_20260426_074758/purchaseinvoice_before_postgres_store.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	5890	3	db_backup_or_volume_review_no_restore
backups/faz3_10_9c_fix_purchaseinvoice_status_mapping_20260426_074857	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_9c_fix_purchaseinvoice_status_mapping_20260426_074857/purchaseinvoice_before_status_mapping_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	12828	3	backup_retention_review_no_delete
backups/faz3_10_9d_erp_runtime_purchaseinvoice_muhur_20260426_075010	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_10_9d_erp_runtime_purchaseinvoice_muhur_20260426_075010/docs_erp_before_purchaseinvoice_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3196	3	backup_retention_review_no_delete
backups/faz3_10_9d_erp_runtime_purchaseinvoice_muhur_20260426_075010/purchaseinvoice_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	12842	3	backup_retention_review_no_delete
backups/faz3_11_1a_erp_runtime_e2e_flow_contract_20260426_075754	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1b_erp_runtime_e2e_flow_default_impl_20260426_075921	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1b_erp_runtime_e2e_flow_default_impl_20260426_075921/e2eflow_before_default_impl.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3659	3	backup_retention_review_no_delete
backups/faz3_11_1c_erp_runtime_e2e_flow_migration_contract_20260426_080014	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1c_erp_runtime_e2e_flow_migration_contract_20260426_080014/e2eflow_before_migration_contract.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5531	3	backup_retention_review_no_delete
backups/faz3_11_1c_erp_runtime_e2e_flow_migration_contract_20260426_080014/migrations_before_e2e_flow_contract.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	32053	3	backup_retention_review_no_delete
backups/faz3_11_1c_fix_e2e_flow_migration_path_20260426_080103	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1c_fix_e2e_flow_migration_path_20260426_080103/e2eflow_before_migration_path_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6138	3	backup_retention_review_no_delete
backups/faz3_11_1d_erp_runtime_e2e_flow_migration_apply_20260426_080209	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1d_erp_runtime_e2e_flow_migration_apply_20260426_080209/e2eflow_before_e2e_flow_apply.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6424	3	backup_retention_review_no_delete
backups/faz3_11_1d_erp_runtime_e2e_flow_migration_apply_20260426_080209/migrations_before_e2e_flow_apply.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	32788	3	backup_retention_review_no_delete
backups/faz3_11_1e_erp_runtime_e2e_flow_db_test_20260426_080355	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1e_erp_runtime_e2e_flow_db_test_20260426_080355/e2eflow_before_db_test.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6424	3	backup_retention_review_no_delete
backups/faz3_11_1f_erp_runtime_e2e_flow_db_rls_test_20260426_080448	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1f_erp_runtime_e2e_flow_db_rls_test_20260426_080448/e2eflow_before_db_rls_test.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8558	3	backup_retention_review_no_delete
backups/faz3_11_1f_fix_e2e_flow_rls_pass_export_20260426_080638	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_1f_fix_e2e_flow_rls_pass_export_20260426_080638/e2eflow_before_rls_pass_export_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8558	3	backup_retention_review_no_delete
backups/faz3_11_2a_erp_runtime_e2e_flow_postgres_store_20260426_080842	dir	db_backup_candidate	HIGH	review_db_dump	-1	3	db_backup_or_volume_review_no_restore
backups/faz3_11_2a_erp_runtime_e2e_flow_postgres_store_20260426_080842/e2eflow_before_postgres_store.tar.gz	file	db_backup_candidate	HIGH	review_db_dump	8558	3	db_backup_or_volume_review_no_restore
backups/faz3_11_2a_fix_e2eflow_zero_time_20260426_081029	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_2a_fix_e2eflow_zero_time_20260426_081029/e2eflow_before_zero_time_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10526	3	backup_retention_review_no_delete
backups/faz3_11_2b_erp_runtime_e2e_flow_muhur_20260426_081122	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_2b_erp_runtime_e2e_flow_muhur_20260426_081122/docs_erp_before_e2eflow_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3959	3	backup_retention_review_no_delete
backups/faz3_11_2b_erp_runtime_e2e_flow_muhur_20260426_081122/e2eflow_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10522	3	backup_retention_review_no_delete
backups/faz3_11_3a_erp_runtime_e2e_flow_adapter_contract_20260426_081235	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_3a_erp_runtime_e2e_flow_adapter_contract_20260426_081235/e2eflow_before_adapter_contract.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10522	3	backup_retention_review_no_delete
backups/faz3_11_3a_erp_runtime_e2e_flow_adapter_contract_20260426_081349	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_3a_erp_runtime_e2e_flow_adapter_contract_20260426_081349/e2eflow_before_adapter_contract.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	11939	3	backup_retention_review_no_delete
backups/faz3_11_3b_erp_runtime_e2e_flow_step_adapters_20260426_081359	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_3b_erp_runtime_e2e_flow_step_adapters_20260426_081359/e2eflow_before_step_adapters.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	11937	3	backup_retention_review_no_delete
backups/faz3_11_3c_erp_runtime_e2e_flow_adapter_store_smoke_20260426_081457	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_3c_erp_runtime_e2e_flow_adapter_store_smoke_20260426_081457/e2eflow_before_adapter_store_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	14607	3	backup_retention_review_no_delete
backups/faz3_11_3d_erp_runtime_e2e_flow_adapter_muhur_20260426_081558	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_3d_erp_runtime_e2e_flow_adapter_muhur_20260426_081558/docs_erp_before_adapter_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4467	3	backup_retention_review_no_delete
backups/faz3_11_3d_erp_runtime_e2e_flow_adapter_muhur_20260426_081558/e2eflow_before_adapter_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	15606	3	backup_retention_review_no_delete
backups/faz3_11_4a_erp_runtime_e2e_flow_bridge_adapters_20260426_081746	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_4a_erp_runtime_e2e_flow_bridge_adapters_20260426_081746/e2eflow_before_bridge_adapters.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	15606	3	backup_retention_review_no_delete
backups/faz3_11_4b_erp_runtime_e2e_flow_bridge_store_smoke_20260426_082111	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_4b_erp_runtime_e2e_flow_bridge_store_smoke_20260426_082111/e2eflow_before_bridge_store_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17311	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_083629	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_083629/docs_erp_before_bridge_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4806	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_083629/e2eflow_before_bridge_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_084204	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_084204/docs_erp_before_bridge_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5112	3	backup_retention_review_no_delete
backups/faz3_11_4c_erp_runtime_e2e_flow_bridge_muhur_20260426_084204/e2eflow_before_bridge_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/docs_erp_before_11_5a_final_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5116	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/runtime_before_11_5a_final_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	85987	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_cashbankpay.log	file	backup_candidate	MEDIUM	review_old_backup	3099	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_e2eflow.log	file	backup_candidate	MEDIUM	review_old_backup	6711	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_journalpost.log	file	backup_candidate	MEDIUM	review_old_backup	2953	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_ledgerpost.log	file	backup_candidate	MEDIUM	review_old_backup	3032	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_purchaseinvoice.log	file	backup_candidate	MEDIUM	review_old_backup	3983	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_salesinvoice.log	file	backup_candidate	MEDIUM	review_old_backup	3804	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/__internal_erp_runtime_taxcalc.log	file	backup_candidate	MEDIUM	review_old_backup	3303	3	backup_retention_review_no_delete
backups/faz3_11_5a_erp_runtime_e2e_final_toplu_smoke_20260426_084317/test_logs/critical_e2eflow_smoke.log	file	backup_candidate	MEDIUM	review_old_backup	539	3	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/docs_erp_before_11_5b_final_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5346	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/runtime_before_11_5b_final_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	85987	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_cashbankpay.log	file	backup_candidate	MEDIUM	review_old_backup	3099	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_e2eflow.log	file	backup_candidate	MEDIUM	review_old_backup	6711	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_journalpost.log	file	backup_candidate	MEDIUM	review_old_backup	2953	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_ledgerpost.log	file	backup_candidate	MEDIUM	review_old_backup	3032	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_purchaseinvoice.log	file	backup_candidate	MEDIUM	review_old_backup	3983	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_salesinvoice.log	file	backup_candidate	MEDIUM	review_old_backup	3804	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/__internal_erp_runtime_taxcalc.log	file	backup_candidate	MEDIUM	review_old_backup	3303	2	backup_retention_review_no_delete
backups/faz3_11_5b_erp_runtime_e2e_final_muhur_20260426_185515/test_logs/critical_e2eflow_final_smoke.log	file	backup_candidate	MEDIUM	review_old_backup	1061	2	backup_retention_review_no_delete
backups/faz3_12_1a_erp_runtime_api_surface_contract_20260426_185637	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_1b_erp_runtime_api_http_handler_20260426_185922	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_1b_erp_runtime_api_http_handler_20260426_185922/apisurface_before_http_handler.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3081	2	backup_retention_review_no_delete
backups/faz3_12_1c_erp_runtime_api_e2e_http_smoke_20260426_190111	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_1c_erp_runtime_api_e2e_http_smoke_20260426_190111/apisurface_before_e2e_http_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4826	2	backup_retention_review_no_delete
backups/faz3_12_1c_erp_runtime_api_e2e_http_smoke_20260426_190111/e2eflow_before_api_e2e_http_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190226	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190226/apisurface_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6574	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190226/docs_erp_before_api_surface_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5765	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190226/e2eflow_before_api_surface_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190233	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190233/apisurface_before_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6574	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190233/docs_erp_before_api_surface_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6120	2	backup_retention_review_no_delete
backups/faz3_12_1d_erp_runtime_api_surface_muhur_20260426_190233/e2eflow_before_api_surface_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_12_2a_erp_runtime_gateway_route_manifest_20260426_190405	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_2a_erp_runtime_gateway_route_manifest_20260426_190405/apisurface_before_route_manifest.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6574	2	backup_retention_review_no_delete
backups/faz3_12_2a_erp_runtime_gateway_route_manifest_20260426_190405/docs_api_before_route_manifest.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	3951	2	backup_retention_review_no_delete
backups/faz3_12_2a_erp_runtime_gateway_route_manifest_20260426_190405/docs_erp_before_route_manifest.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6122	2	backup_retention_review_no_delete
backups/faz3_12_2b_erp_runtime_gateway_route_binding_20260426_190546	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_2b_erp_runtime_gateway_route_binding_20260426_190546/apisurface_before_route_binding.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	7588	2	backup_retention_review_no_delete
backups/faz3_12_2b_erp_runtime_gateway_route_binding_20260426_190546/docs_api_before_route_binding.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4423	2	backup_retention_review_no_delete
backups/faz3_12_2c_erp_runtime_gateway_route_binding_mux_smoke_20260426_190637	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
