path	type	category	risk	retention_policy	size_bytes	age_days	note
backups/faz3_12_2c_erp_runtime_gateway_route_binding_mux_smoke_20260426_190637/apisurface_before_route_binding_mux_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8240	2	backup_retention_review_no_delete
backups/faz3_12_2c_erp_runtime_gateway_route_binding_mux_smoke_20260426_190637/docs_api_before_route_binding_mux_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4718	2	backup_retention_review_no_delete
backups/faz3_12_2d_erp_runtime_gateway_route_muhur_20260426_190809	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_2d_erp_runtime_gateway_route_muhur_20260426_190809/apisurface_before_gateway_route_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8674	2	backup_retention_review_no_delete
backups/faz3_12_2d_erp_runtime_gateway_route_muhur_20260426_190809/docs_api_before_gateway_route_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4987	2	backup_retention_review_no_delete
backups/faz3_12_2d_erp_runtime_gateway_route_muhur_20260426_190809/docs_erp_before_gateway_route_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6122	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_191023	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_191023/apisurface_before_gateway_mount_plan.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	8674	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_191023/docs_api_before_gateway_mount_plan.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	4987	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_192021	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_192021/apisurface_before_gateway_mount_plan.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	9646	2	backup_retention_review_no_delete
backups/faz3_12_3a_erp_runtime_gateway_mount_plan_20260426_192021/docs_api_before_gateway_mount_plan.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5278	2	backup_retention_review_no_delete
backups/faz3_12_3b_erp_runtime_gateway_mount_binding_20260426_192116	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_3b_erp_runtime_gateway_mount_binding_20260426_192116/apisurface_before_gateway_mount_binding.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	9648	2	backup_retention_review_no_delete
backups/faz3_12_3b_erp_runtime_gateway_mount_binding_20260426_192116/docs_api_before_gateway_mount_binding.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5281	2	backup_retention_review_no_delete
backups/faz3_12_3c_erp_runtime_gateway_mount_binding_mux_smoke_20260426_192240	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_3c_erp_runtime_gateway_mount_binding_mux_smoke_20260426_192240/apisurface_before_gateway_mount_binding_mux_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10251	2	backup_retention_review_no_delete
backups/faz3_12_3c_erp_runtime_gateway_mount_binding_mux_smoke_20260426_192240/docs_api_before_gateway_mount_binding_mux_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5466	2	backup_retention_review_no_delete
backups/faz3_12_3d_erp_runtime_gateway_mount_muhur_20260426_192405	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_3d_erp_runtime_gateway_mount_muhur_20260426_192405/apisurface_before_gateway_mount_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_12_3d_erp_runtime_gateway_mount_muhur_20260426_192405/docs_api_before_gateway_mount_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5559	2	backup_retention_review_no_delete
backups/faz3_12_3d_erp_runtime_gateway_mount_muhur_20260426_192405/docs_erp_before_gateway_mount_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6568	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/docs_api_before_12_4a_final_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5559	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/docs_erp_before_12_4a_final_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	6999	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/runtime_before_12_4a_final_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/test_logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/test_logs/apisurface_full.log	file	backup_candidate	MEDIUM	review_old_backup	7014	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/test_logs/critical_api_gateway_smoke.log	file	backup_candidate	MEDIUM	review_old_backup	1246	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/test_logs/critical_e2eflow_store_bridge_smoke.log	file	backup_candidate	MEDIUM	review_old_backup	1063	2	backup_retention_review_no_delete
backups/faz3_12_4a_erp_runtime_api_gateway_final_smoke_20260426_193123/test_logs/e2eflow_full.log	file	backup_candidate	MEDIUM	review_old_backup	6711	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/docs_api_before_12_4b_final_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	5559	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/docs_erp_before_12_4b_final_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	7215	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/runtime_before_12_4b_final_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/test_logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/test_logs/apisurface_final.log	file	backup_candidate	MEDIUM	review_old_backup	7014	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/test_logs/critical_api_gateway_final_smoke.log	file	backup_candidate	MEDIUM	review_old_backup	1860	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/test_logs/critical_e2eflow_final_store_bridge.log	file	backup_candidate	MEDIUM	review_old_backup	1063	2	backup_retention_review_no_delete
backups/faz3_12_4b_erp_runtime_api_gateway_final_muhur_20260426_193321/test_logs/e2eflow_final.log	file	backup_candidate	MEDIUM	review_old_backup	6711	2	backup_retention_review_no_delete
backups/faz3_13_1a_gateway_integration_discovery_20260426_193621	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1a_gateway_integration_discovery_20260426_193621/cmd_api_gateway_before_discovery.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	14368	2	backup_retention_review_no_delete
backups/faz3_13_1a_gateway_integration_discovery_20260426_193621/docs_before_gateway_discovery.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20715	2	backup_retention_review_no_delete
backups/faz3_13_1a_gateway_integration_discovery_20260426_193621/internal_before_gateway_discovery.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	596822	2	backup_retention_review_no_delete
backups/faz3_13_1b_gateway_erp_runtime_mount_adapter_20260426_222905	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1b_gateway_erp_runtime_mount_adapter_20260426_222905/apisurface_before_erp_runtime_mount_adapter.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_13_1b_gateway_erp_runtime_mount_adapter_20260426_222905/cmd_api_gateway_before_erp_runtime_mount_adapter.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	14368	2	backup_retention_review_no_delete
backups/faz3_13_1b_gateway_erp_runtime_mount_adapter_20260426_222905/docs_before_erp_runtime_mount_adapter.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	25142	2	backup_retention_review_no_delete
backups/faz3_13_1d_gateway_erp_runtime_route_policy_helper_20260426_223804	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1d_gateway_erp_runtime_route_policy_helper_20260426_223804/apisurface_before_erp_runtime_policy_helper.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_13_1d_gateway_erp_runtime_route_policy_helper_20260426_223804/cmd_api_gateway_before_erp_runtime_policy_helper.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	15559	2	backup_retention_review_no_delete
backups/faz3_13_1d_gateway_erp_runtime_route_policy_helper_20260426_223804/docs_before_erp_runtime_policy_helper.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	25410	2	backup_retention_review_no_delete
backups/faz3_13_1e_gateway_erp_runtime_route_catalog_wiring_20260426_224041	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1e_gateway_erp_runtime_route_catalog_wiring_20260426_224041/cmd_api_gateway_before_route_catalog_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	16571	2	backup_retention_review_no_delete
backups/faz3_13_1e_gateway_erp_runtime_route_catalog_wiring_20260426_224041/docs_before_route_catalog_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	25626	2	backup_retention_review_no_delete
backups/faz3_13_1f_gateway_erp_runtime_service_factory_20260426_224543	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1f_gateway_erp_runtime_service_factory_20260426_224543/apisurface_before_runtime_service_factory.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_13_1f_gateway_erp_runtime_service_factory_20260426_224543/cmd_api_gateway_before_runtime_service_factory.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	16938	2	backup_retention_review_no_delete
backups/faz3_13_1f_gateway_erp_runtime_service_factory_20260426_224543/docs_before_runtime_service_factory.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	25851	2	backup_retention_review_no_delete
backups/faz3_13_1f_gateway_erp_runtime_service_factory_20260426_224543/e2eflow_before_runtime_service_factory.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_13_1g_gateway_erp_runtime_live_mount_wiring_20260426_224736	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1g_gateway_erp_runtime_live_mount_wiring_20260426_224736/apisurface_before_live_mount_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_13_1g_gateway_erp_runtime_live_mount_wiring_20260426_224736/cmd_api_gateway_before_live_mount_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	19518	2	backup_retention_review_no_delete
backups/faz3_13_1g_gateway_erp_runtime_live_mount_wiring_20260426_224736/docs_before_live_mount_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	26060	2	backup_retention_review_no_delete
backups/faz3_13_1g_gateway_erp_runtime_live_mount_wiring_20260426_224736/e2eflow_before_live_mount_wiring.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_13_1i_gateway_protected_erp_runtime_endpoint_smoke_20260426_225234	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1i_gateway_protected_erp_runtime_endpoint_smoke_20260426_225234/apisurface_before_protected_endpoint_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	10298	2	backup_retention_review_no_delete
backups/faz3_13_1i_gateway_protected_erp_runtime_endpoint_smoke_20260426_225234/cmd_api_gateway_before_protected_endpoint_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20392	2	backup_retention_review_no_delete
backups/faz3_13_1i_gateway_protected_erp_runtime_endpoint_smoke_20260426_225234/docs_before_protected_endpoint_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	26364	2	backup_retention_review_no_delete
backups/faz3_13_1i_gateway_protected_erp_runtime_endpoint_smoke_20260426_225234/e2eflow_before_protected_endpoint_smoke.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	17277	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/cmd_api_gateway_before_13_1j_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/docs_before_13_1j_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	26644	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/runtime_before_13_1j_muhur.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/test_logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/test_logs/apisurface_e2e.log	file	backup_candidate	MEDIUM	review_old_backup	886	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/test_logs/cmd_api_gateway_full.log	file	backup_candidate	MEDIUM	review_old_backup	12245	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/test_logs/critical_gateway_erp_runtime.log	file	backup_candidate	MEDIUM	review_old_backup	2995	2	backup_retention_review_no_delete
backups/faz3_13_1j_gateway_erp_runtime_integration_muhur_20260426_225458/test_logs/e2eflow_store_bridge.log	file	backup_candidate	MEDIUM	review_old_backup	1063	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/api-gateway-build-check	file	backup_candidate	MEDIUM	review_old_backup	28727991	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/cmd_api_gateway_before_13_2a_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/docs_before_13_2a_inspect.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	27413	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/gateway_runtime_quick_test.log	file	backup_candidate	MEDIUM	review_old_backup	2771	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/live_health_curl.log	file	backup_candidate	MEDIUM	review_old_backup	2719	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/process_port_check.log	file	backup_candidate	MEDIUM	review_old_backup	788	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/systemd_cat.log	file	backup_candidate	MEDIUM	review_old_backup	335	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/systemd_gateway_candidates.log	file	backup_candidate	MEDIUM	review_old_backup	5958	2	backup_retention_review_no_delete
backups/faz3_13_2a_gateway_live_readiness_inspect_20260426_225825/logs/systemd_show.log	file	backup_candidate	MEDIUM	review_old_backup	262	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/cmd_api_gateway_before_13_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/docs_before_13_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	27866	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/health_live_body.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/health_ready_body.json	file	backup_candidate	MEDIUM	review_old_backup	202	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/journal_after_live_verify.log	file	backup_candidate	MEDIUM	review_old_backup	20297	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/live_erp_runtime_payload.json	file	backup_candidate	MEDIUM	review_old_backup	576	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/live_erp_runtime_response.json	file	backup_candidate	MEDIUM	review_old_backup	364	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/live_token.txt	file	review_secret_backup_path	HIGH	manual_approval_required	224	2	path_only_secret_values_not_printed
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/port_after_restart.log	file	backup_candidate	MEDIUM	review_old_backup	292	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/predeploy_apisurface_tests.log	file	backup_candidate	MEDIUM	review_old_backup	886	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/predeploy_gateway_runtime_tests.log	file	backup_candidate	MEDIUM	review_old_backup	2773	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/systemd_status_after_restart.log	file	backup_candidate	MEDIUM	review_old_backup	1252	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/logs/systemd_unit_before_restart.log	file	backup_candidate	MEDIUM	review_old_backup	335	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/make_gateway_test_token.go	file	review_secret_backup_path	HIGH	manual_approval_required	663	2	path_only_secret_values_not_printed
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/pix2pi-api-gateway.before	file	backup_candidate	MEDIUM	review_old_backup	28520535	11	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/pix2pi-api-gateway.new	file	backup_candidate	MEDIUM	review_old_backup	28727991	2	backup_retention_review_no_delete
backups/faz3_13_2b_gateway_build_restart_live_verify_20260426_230109/runtime_before_13_2b.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/cmd_api_gateway_before_13_2c.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/docs_before_13_2c.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	28217	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/health_live.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/health_ready.json	file	backup_candidate	MEDIUM	review_old_backup	202	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/invalid_json_response.json	file	backup_candidate	MEDIUM	review_old_backup	154	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/journal_after_negative_tests.log	file	backup_candidate	MEDIUM	review_old_backup	31619	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/missing_bearer_response.json	file	review_secret_backup_path	HIGH	manual_approval_required	260	2	path_only_secret_values_not_printed
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/port_check.log	file	backup_candidate	MEDIUM	review_old_backup	292	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/positive_response.json	file	backup_candidate	MEDIUM	review_old_backup	368	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/post_health_live.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/tenant_mismatch_response.json	file	backup_candidate	MEDIUM	review_old_backup	285	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/token_tenant_7.txt	file	review_secret_backup_path	HIGH	manual_approval_required	236	2	path_only_secret_values_not_printed
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/token_tenant_99.txt	file	review_secret_backup_path	HIGH	manual_approval_required	237	2	path_only_secret_values_not_printed
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/valid_payload.json	file	backup_candidate	MEDIUM	review_old_backup	587	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/logs/wrong_method_response.json	file	backup_candidate	MEDIUM	review_old_backup	327	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/make_gateway_test_token.go	file	review_secret_backup_path	HIGH	manual_approval_required	683	2	path_only_secret_values_not_printed
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/pix2pi-api-gateway.current	file	backup_candidate	MEDIUM	review_old_backup	28727991	2	backup_retention_review_no_delete
backups/faz3_13_2c_gateway_live_negative_final_muhur_20260426_230410/runtime_before_13_2c.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/cmd_api_gateway_before_13_2d.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/docs_before_13_2d.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	28722	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/apisurface_runtime_final.log	file	backup_candidate	MEDIUM	review_old_backup	886	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/cmd_api_gateway_runtime_final.log	file	backup_candidate	MEDIUM	review_old_backup	2773	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/e2eflow_runtime_final.log	file	backup_candidate	MEDIUM	review_old_backup	1063	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/health_live.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/health_ready.json	file	backup_candidate	MEDIUM	review_old_backup	202	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/journal_final.log	file	backup_candidate	MEDIUM	review_old_backup	31497	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/logs/port_final.log	file	backup_candidate	MEDIUM	review_old_backup	292	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/pix2pi-api-gateway.current	file	backup_candidate	MEDIUM	review_old_backup	28727991	2	backup_retention_review_no_delete
backups/faz3_13_2d_gateway_live_final_muhur_20260426_230835/runtime_before_13_2d.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	95851	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/cmd_api_gateway_before_13_3a_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	20902	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/docs_before_13_3a_fix.tar.gz	file	backup_candidate	MEDIUM	review_old_backup	29056	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs	dir	backup_candidate	MEDIUM	review_old_backup	-1	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs/health_live.json	file	backup_candidate	MEDIUM	review_old_backup	155	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs/health_ready.json	file	backup_candidate	MEDIUM	review_old_backup	202	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs/internal_policy_after_fix.json	file	backup_candidate	MEDIUM	review_old_backup	463	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs/internal_routes_after_fix.json	file	backup_candidate	MEDIUM	review_old_backup	2055	2	backup_retention_review_no_delete
backups/faz3_13_3a_fix_gateway_route_catalog_visibility_20260426_231335/logs/journal_after_visibility_fix.log	file	backup_candidate	MEDIUM	review_old_backup	18042	2	backup_retention_review_no_delete
