path	type	category	risk	size_bytes	note
docs/phase4/18_inventory_pilot_motor_final_closure_report.md	file	generated_report	LOW	942	phase4_evidence_keep
docs/phase4/18_reporting_live_route_final_closure_report.md	file	generated_report	LOW	1068	phase4_evidence_keep
docs/phase4/19_1_runtime_flow_history_inventory.tsv	file	generated_report	LOW	557	phase4_evidence_keep
docs/phase4/19_1_runtime_flow_history_matrix.tsv	file	generated_report	LOW	767	phase4_evidence_keep
docs/phase4/19_1_runtime_flow_history_report.md	file	generated_report	LOW	4905	phase4_evidence_keep
docs/phase4/19_1_runtime_flow_history_standard.md	file	generated_report	LOW	2389	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_component_manifest.tsv	file	generated_report	LOW	956	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_contract.md	file	generated_report	LOW	3168	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_matrix.tsv	file	generated_report	LOW	524	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_report.md	file	generated_report	LOW	2801	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_route_manifest.tsv	file	generated_report	LOW	708	phase4_evidence_keep
docs/phase4/19_2_flow_detail_page_standard.md	file	generated_report	LOW	1879	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_cards_contract.md	file	generated_report	LOW	3392	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_cards_manifest.tsv	file	generated_report	LOW	1136	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_cards_matrix.tsv	file	generated_report	LOW	537	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_cards_report.md	file	generated_report	LOW	2986	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_cards_standard.md	file	generated_report	LOW	1803	phase4_evidence_keep
docs/phase4/19_3_admin_dashboard_metrics_manifest.tsv	file	generated_report	LOW	2360	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_component_manifest.tsv	file	generated_report	LOW	1289	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_contract.md	file	generated_report	LOW	3759	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_matrix.tsv	file	generated_report	LOW	699	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_report.md	file	generated_report	LOW	3394	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_route_manifest.tsv	file	generated_report	LOW	883	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_standard.md	file	generated_report	LOW	2563	phase4_evidence_keep
docs/phase4/19_4_import_wizard_ui_step_manifest.tsv	file	generated_report	LOW	668	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_component_manifest.tsv	file	generated_report	LOW	1328	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_contract.md	file	generated_report	LOW	3495	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_matrix.tsv	file	generated_report	LOW	808	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_report.md	file	generated_report	LOW	3752	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_route_manifest.tsv	file	generated_report	LOW	920	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_scenario_manifest.tsv	file	generated_report	LOW	1955	phase4_evidence_keep
docs/phase4/19_5_uat_checklist_ui_standard.md	file	generated_report	LOW	1925	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_component_manifest.tsv	file	generated_report	LOW	1684	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_contract.md	file	generated_report	LOW	3935	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_matrix.tsv	file	generated_report	LOW	878	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_report.md	file	generated_report	LOW	3959	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_route_manifest.tsv	file	generated_report	LOW	872	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_standard.md	file	generated_report	LOW	2232	phase4_evidence_keep
docs/phase4/19_6_issue_feedback_ui_type_manifest.tsv	file	generated_report	LOW	833	phase4_evidence_keep
docs/phase4/19_7_panel_ux_tests_inventory.tsv	file	generated_report	LOW	701	phase4_evidence_keep
docs/phase4/19_7_panel_ux_tests_matrix.tsv	file	generated_report	LOW	1011	phase4_evidence_keep
docs/phase4/19_7_panel_ux_tests_report.md	file	generated_report	LOW	8660	phase4_evidence_keep
docs/phase4/19_7_panel_ux_tests_standard.md	file	generated_report	LOW	1582	phase4_evidence_keep
docs/phase4/19_panel_admin_professionalization_final_closure_report.md	file	generated_report	LOW	973	phase4_evidence_keep
docs/phase4/19_phase4_final_master_closure_inventory.tsv	file	generated_report	LOW	1234	phase4_evidence_keep
docs/phase4/19_phase4_final_master_closure_report.md	file	generated_report	LOW	28261	phase4_evidence_keep
docs/phase4/19_phase4_final_master_closure_standard.md	file	generated_report	LOW	1417	phase4_evidence_keep
docs/phase4/19_phase4_to_phase5_transition_gate.tsv	file	generated_report	LOW	711	phase4_evidence_keep
docs/phase4/20_1_production_cleanup_inventory.tsv	file	generated_report	LOW	41206	phase4_evidence_keep
docs/phase4/20_1_production_cleanup_matrix.tsv	file	generated_report	LOW	881	phase4_evidence_keep
docs/phase4/20_1_production_cleanup_policy.md	file	generated_report	LOW	1453	phase4_evidence_keep
docs/phase4/20_1_production_cleanup_report.md	file	generated_report	LOW	3751	phase4_evidence_keep
docs/phase4/20_1_production_cleanup_standard.md	file	generated_report	LOW	1546	phase4_evidence_keep
docs/phase4/21_1_role_matrix_inventory.tsv	file	generated_report	LOW	616	phase4_evidence_keep
docs/phase4/21_1_role_matrix_matrix.tsv	file	generated_report	LOW	881	phase4_evidence_keep
docs/phase4/21_1_role_matrix_report.md	file	generated_report	LOW	4838	phase4_evidence_keep
docs/phase4/21_1_role_matrix_standard.md	file	generated_report	LOW	2446	phase4_evidence_keep
docs/phase4/21_2_permission_guard_contract.md	file	generated_report	LOW	2685	phase4_evidence_keep
docs/phase4/21_2_permission_guard_decision_manifest.tsv	file	generated_report	LOW	740	phase4_evidence_keep
docs/phase4/21_2_permission_guard_matrix.tsv	file	generated_report	LOW	745	phase4_evidence_keep
docs/phase4/21_2_permission_guard_middleware_manifest.tsv	file	generated_report	LOW	792	phase4_evidence_keep
docs/phase4/21_2_permission_guard_report.md	file	generated_report	LOW	3698	phase4_evidence_keep
docs/phase4/21_2_permission_guard_standard.md	file	generated_report	LOW	3810	phase4_evidence_keep
docs/phase4/21_2_permission_guard_surface_manifest.tsv	file	generated_report	LOW	1214	phase4_evidence_keep
docs/phase4/21_3_audit_event_model_inventory.tsv	file	generated_report	LOW	569	phase4_evidence_keep
docs/phase4/21_3_audit_event_model_matrix.tsv	file	generated_report	LOW	879	phase4_evidence_keep
docs/phase4/21_3_audit_event_model_report.md	file	generated_report	LOW	5384	phase4_evidence_keep
docs/phase4/21_3_audit_event_model_standard.md	file	generated_report	LOW	3167	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_check_manifest.tsv	file	generated_report	LOW	1448	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_contract.md	file	generated_report	LOW	2822	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_decision_manifest.tsv	file	generated_report	LOW	995	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_matrix.tsv	file	generated_report	LOW	859	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_report.md	file	generated_report	LOW	4248	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_standard.md	file	generated_report	LOW	2883	phase4_evidence_keep
docs/phase4/21_4_tenant_access_checks_surface_manifest.tsv	file	generated_report	LOW	1298	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_contract.md	file	generated_report	LOW	3570	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_decision_manifest.tsv	file	generated_report	LOW	1434	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_matrix.tsv	file	generated_report	LOW	881	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_reason_manifest.tsv	file	generated_report	LOW	1014	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_report.md	file	generated_report	LOW	4891	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_rule_manifest.tsv	file	generated_report	LOW	2011	phase4_evidence_keep
docs/phase4/21_5_support_super_admin_boundary_standard.md	file	generated_report	LOW	4213	phase4_evidence_keep
docs/phase4/21_6_security_tests_inventory.tsv	file	generated_report	LOW	503	phase4_evidence_keep
docs/phase4/21_6_security_tests_matrix.tsv	file	generated_report	LOW	816	phase4_evidence_keep
docs/phase4/21_6_security_tests_report.md	file	generated_report	LOW	7859	phase4_evidence_keep
docs/phase4/21_6_security_tests_standard.md	file	generated_report	LOW	1695	phase4_evidence_keep
docs/phase4/21_7_security_rbac_audit_final_closure_inventory.tsv	file	generated_report	LOW	574	phase4_evidence_keep
docs/phase4/21_7_security_rbac_audit_final_closure_matrix.tsv	file	generated_report	LOW	954	phase4_evidence_keep
docs/phase4/21_7_security_rbac_audit_final_closure_report.md	file	generated_report	LOW	9095	phase4_evidence_keep
docs/phase4/21_7_security_rbac_audit_final_closure_standard.md	file	generated_report	LOW	1696	phase4_evidence_keep
docs/phase4/21_security_rbac_audit_final_closure_report.md	file	generated_report	LOW	1132	phase4_evidence_keep
docs/phase4/faz4_db_final_closure_report.md	file	generated_report	LOW	1738	phase4_evidence_keep
docs/phase4/phase4_final_master_closure_report.md	file	generated_report	LOW	988	phase4_evidence_keep
scripts/backup	dir	backup_archive_root	MEDIUM	-1	candidate_root_review_later
scripts/backups	dir	backup_archive_root	MEDIUM	-1	candidate_root_review_later
scripts/backups/bk.sh	file	backup_candidate	MEDIUM	412	backup_evidence_candidate_keep_until_cleanup_approval
scripts/backups/retention.sh	file	backup_candidate	MEDIUM	660	backup_evidence_candidate_keep_until_cleanup_approval
scripts/backups/watch.sh	file	backup_candidate	MEDIUM	716	backup_evidence_candidate_keep_until_cleanup_approval
scripts/ci/quality_gates.env	file	potential_secret_path	HIGH	97	review_path_only_no_content_printed
scripts/phase4b_admin_dashboard_cards.py	file	script_file	LOW	15400	phase4_script_keep
scripts/phase4b_admin_dashboard_cards.sh	file	script_file	LOW	213	phase4_script_keep
scripts/phase4b_archive_partition_retention.py	file	script_file	LOW	19383	phase4_script_keep
scripts/phase4b_archive_partition_retention.sh	file	script_file	LOW	219	phase4_script_keep
scripts/phase4b_audit_event_model.py	file	script_file	LOW	20244	phase4_script_keep
scripts/phase4b_audit_event_model.sh	file	script_file	LOW	290	phase4_script_keep
scripts/phase4b_backfill_rebuild_standard.py	file	script_file	LOW	17042	phase4_script_keep
scripts/phase4b_backfill_rebuild_standard.sh	file	script_file	LOW	217	phase4_script_keep
scripts/phase4b_backup_restore_verification.py	file	script_file	LOW	19937	phase4_script_keep
scripts/phase4b_backup_restore_verification.sh	file	script_file	LOW	219	phase4_script_keep
scripts/phase4b_ebelge_export_reporting_mart.py	file	script_file	LOW	16764	phase4_script_keep
scripts/phase4b_ebelge_export_reporting_mart.sh	file	script_file	LOW	303	phase4_script_keep
scripts/phase4b_finance_reporting_mart.py	file	script_file	LOW	15691	phase4_script_keep
scripts/phase4b_finance_reporting_mart.sh	file	script_file	LOW	291	phase4_script_keep
scripts/phase4b_flow_detail_page.py	file	script_file	LOW	13568	phase4_script_keep
scripts/phase4b_flow_detail_page.sh	file	script_file	LOW	208	phase4_script_keep
scripts/phase4b_import_staging_tables.py	file	script_file	LOW	15214	phase4_script_keep
scripts/phase4b_import_staging_tables.sh	file	script_file	LOW	289	phase4_script_keep
scripts/phase4b_import_wizard_ui.py	file	script_file	LOW	17694	phase4_script_keep
scripts/phase4b_import_wizard_ui.sh	file	script_file	LOW	208	phase4_script_keep
scripts/phase4b_inventory_tests.py	file	script_file	LOW	21695	phase4_script_keep
scripts/phase4b_inventory_tests.sh	file	script_file	LOW	207	phase4_script_keep
scripts/phase4b_issue_feedback_ui.py	file	script_file	LOW	20111	phase4_script_keep
scripts/phase4b_issue_feedback_ui.sh	file	script_file	LOW	209	phase4_script_keep
scripts/phase4b_materialized_cache_projection_standard.py	file	script_file	LOW	20059	phase4_script_keep
scripts/phase4b_materialized_cache_projection_standard.sh	file	script_file	LOW	230	phase4_script_keep
scripts/phase4b_migration_chain_standard.py	file	script_file	LOW	16721	phase4_script_keep
scripts/phase4b_migration_chain_standard.sh	file	script_file	LOW	216	phase4_script_keep
scripts/phase4b_migration_lifecycle_import_tests.py	file	script_file	LOW	23877	phase4_script_keep
scripts/phase4b_migration_lifecycle_import_tests.sh	file	script_file	LOW	224	phase4_script_keep
scripts/phase4b_negative_stock_policy.py	file	script_file	LOW	22046	phase4_script_keep
scripts/phase4b_negative_stock_policy.sh	file	script_file	LOW	299	phase4_script_keep
scripts/phase4b_opening_stock.py	file	script_file	LOW	17530	phase4_script_keep
scripts/phase4b_opening_stock.sh	file	script_file	LOW	283	phase4_script_keep
