config_path	category	risk	tempo_marker_count	otel_marker_count	trace_id_marker_count	span_id_marker_count	request_id_marker_count	tenant_marker_count	service_marker_count	route_marker_count	redaction_marker_count	note
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3b_gateway_observability_log_visibility_20260426_232013/logs/post_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3b_gateway_observability_log_visibility_20260426_232013/make_gateway_observability_token.go	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	0	2	0	1	7	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/apisurface_observability_final.log	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	0	0	0	2	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/cmd_api_gateway_observability_final.log	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	16	0	0	28	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/internal_policy_final.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/internal_routes_final.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	24	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/journal_observability_final.log	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	282	0	0	161	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/missing_bearer_body.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	2	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_3c_fix_gateway_observability_final_muhur_20260426_232602/logs/missing_bearer_headers.txt	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	1	0	0	5	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/internal_policy_final.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/internal_routes_final.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	24	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/post_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/step13_final_payload.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/logs/step13_final_response.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	1	1	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_13_4a_step13_gateway_final_muhur_20260426_232851/make_step13_final_token.go	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	0	2	0	1	7	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233259/logs/health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233259/logs/health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233259/logs/internal_routes.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	24	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233557/logs/health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233557/logs/health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1a_admin_panel_discovery_20260426_233557/logs/internal_routes.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	24	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1b_panel_target_contract_20260426_234205/logs/gateway_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_1b_panel_target_contract_20260426_234205/logs/gateway_health_ready.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
/root/pix2pi/pix2pi-SaaS/backups/faz3_14_2a_panel_erp_runtime_smoke_ui_20260426_234800/logs/gateway_health_live.json	trace_pipeline_config_candidate	MEDIUM	0	0	0	0	2	0	0	0	0	config_marker_metadata_only_no_body_printed,trace_id_marker_missing_review,tenant_marker_missing_review,redaction_marker_missing_review
